n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
1.000000,5.000000,17.000000,5.000000,4.809252,76.974283,97.543006,17.000000,0.789132,1.000000,0.210868,0.000000,1.000000,0.347500,0.016641,0.591526,1.107127,0.276800,1.737927,13.000000,14.000000,4.865000,0.000000,0.000000,0.554147,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,10.000000,22.000000,10.000000,9.523781,72.259755,97.543006,22.000000,0.740799,1.000000,0.259201,0.000000,1.000000,0.347500,0.032954,0.555039,1.063974,0.348178,1.694774,14.000000,14.000000,4.865000,0.273165,0.000000,0.584016,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,15.000000,27.000000,15.000000,14.147404,67.636132,97.543006,27.000000,0.693398,1.000000,0.306602,0.000000,1.000000,0.347500,0.048952,0.519256,1.021652,0.417592,1.652452,14.000000,15.000000,5.212500,0.000000,0.000000,0.656750,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,20.000000,32.000000,20.000000,18.681023,63.102513,97.543006,32.000000,0.646920,1.000000,0.353080,0.000000,1.000000,0.347500,0.064639,0.484170,0.980155,0.485428,1.610955,14.000000,15.000000,5.212500,0.000000,0.000000,0.687023,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,25.000000,37.000000,25.000000,23.126222,58.657314,97.543006,37.000000,0.601348,1.000000,0.398652,0.000000,1.000000,0.347500,0.080020,0.449767,0.939466,0.551949,1.570266,15.000000,16.000000,5.560000,0.000000,0.000000,0.764491,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,30.000000,42.000000,30.000000,27.484571,54.298965,97.543006,42.000000,0.556667,1.000000,0.443333,0.000000,1.000000,0.347500,0.095101,0.416037,0.899573,0.617344,1.530373,15.000000,16.000000,5.560000,0.000000,0.000000,0.795655,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,35.000000,47.000000,35.000000,31.757617,50.025919,97.543006,47.000000,0.512860,1.000000,0.487140,0.000000,1.000000,0.347500,0.109886,0.382967,0.860461,0.681758,1.491261,16.000000,16.000000,5.560000,0.139831,0.000000,0.826407,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,40.000000,52.000000,40.000000,35.946885,45.836651,97.543006,52.000000,0.469912,1.000000,0.530088,0.000000,1.000000,0.347500,0.124381,0.350546,0.822115,0.745302,1.452915,16.000000,17.000000,5.907500,0.000000,0.000000,0.910371,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,45.000000,57.000000,45.000000,40.053877,41.729659,97.543006,57.000000,0.427808,1.000000,0.572192,0.000000,1.000000,0.347500,0.138592,0.318761,0.784522,0.808068,1.415322,16.000000,17.000000,5.907500,0.000000,0.000000,0.942382,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,50.000000,62.000000,50.000000,44.080074,37.703462,97.543006,62.000000,0.386532,1.000000,0.613468,0.000000,1.000000,0.347500,0.152523,0.287601,0.747669,0.870130,1.378469,17.000000,18.000000,6.255000,0.000000,0.000000,1.031441,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,5.000000,17.000000,5.000000,4.809252,76.974283,97.543006,17.000000,0.789132,1.000000,0.210868,0.000000,1.000000,0.347500,0.016641,0.591526,1.107127,0.276800,1.737927,13.000000,14.000000,4.865000,0.000000,0.000000,0.277074,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,10.000000,22.000000,10.000000,9.523781,72.259755,97.543006,22.000000,0.740799,1.000000,0.259201,0.000000,1.000000,0.347500,0.032954,0.555039,1.063974,0.348178,1.694774,14.000000,14.000000,4.865000,0.273165,0.000000,0.292008,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,15.000000,27.000000,15.000000,14.147404,67.636132,97.543006,27.000000,0.693398,1.000000,0.306602,0.000000,1.000000,0.347500,0.048952,0.519256,1.021652,0.417592,1.652452,14.000000,15.000000,5.212500,0.000000,0.000000,0.328375,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,20.000000,32.000000,20.000000,18.681023,63.102513,97.543006,32.000000,0.646920,1.000000,0.353080,0.000000,1.000000,0.347500,0.064639,0.484170,0.980155,0.485428,1.610955,14.000000,15.000000,5.212500,0.000000,0.000000,0.343512,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,25.000000,37.000000,25.000000,23.126222,58.657314,97.543006,37.000000,0.601348,1.000000,0.398652,0.000000,1.000000,0.347500,0.080020,0.449767,0.939466,0.551949,1.570266,15.000000,16.000000,5.560000,0.000000,0.000000,0.382245,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,30.000000,42.000000,30.000000,27.484571,54.298965,97.543006,42.000000,0.556667,1.000000,0.443333,0.000000,1.000000,0.347500,0.095101,0.416037,0.899573,0.617344,1.530373,15.000000,16.000000,5.560000,0.000000,0.000000,0.397827,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,35.000000,47.000000,35.000000,31.757617,50.025919,97.543006,47.000000,0.512860,1.000000,0.487140,0.000000,1.000000,0.347500,0.109886,0.382967,0.860461,0.681758,1.491261,16.000000,16.000000,5.560000,0.139831,0.000000,0.413204,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,40.000000,52.000000,40.000000,35.946885,45.836651,97.543006,52.000000,0.469912,1.000000,0.530088,0.000000,1.000000,0.347500,0.124381,0.350546,0.822115,0.745302,1.452915,16.000000,17.000000,5.907500,0.000000,0.000000,0.455185,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,45.000000,57.000000,45.000000,40.053877,41.729659,97.543006,57.000000,0.427808,1.000000,0.572192,0.000000,1.000000,0.347500,0.138592,0.318761,0.784522,0.808068,1.415322,16.000000,17.000000,5.907500,0.000000,0.000000,0.471191,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,50.000000,62.000000,50.000000,44.080074,37.703462,97.543006,62.000000,0.386532,1.000000,0.613468,0.000000,1.000000,0.347500,0.152523,0.287601,0.747669,0.870130,1.378469,17.000000,18.000000,6.255000,0.000000,0.000000,0.515721,0.000000,109.250000,109.250000,charger_limited,charger_limited
