n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.093196,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.247500,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.530800,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.052453,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.052453,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.145650,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.299953,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.583253,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.104907,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.104907,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.198103,abu_detach
1.000000,5.000000,aircraft,,3.000000,2.352407,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,2.635707,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,3.157360,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,3.157360,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,3.250557,abu_detach
1.000000,5.000000,aircraft,,4.000000,3.404860,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,3.688160,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,4.209814,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,4.209814,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,4.303010,abu_detach
1.000000,5.000000,aircraft,,5.000000,4.457314,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,4.740614,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,5.262267,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,5.262267,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,5.355464,abu_detach
1.000000,5.000000,aircraft,,6.000000,5.509767,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,5.793067,aircraft_ground_ops_done
